Author,Movie,Userscore
Compi24,x-men-apocalypse,8
Spangle,lion,8
Spangle,gold,6
Spangle,manchester-by-the-sea,8
Spangle,hidden-figures,6
Moviebuffreview,star-trek-beyond,7
Spangle,the-autopsy-of-jane-doe,6
Compi24,deadpool,9
Spangle,the-revenant-2015,8
Compi24,manchester-by-the-sea,7
Compi24,wind-river,8
Spangle,raw,7
Spangle,ingrid-goes-west,8
Compi24,ingrid-goes-west,7
Compi24,star-trek-beyond,8
Spangle,beauty-and-the-beast-2017,6
Spangle,wind-river,7
Compi24,beauty-and-the-beast-2017,8
Spangle,star-wars-episode-vii---the-force-awakens,8
MovieGuys,deadpool,9
devo-nc,star-wars-episode-vii---the-force-awakens,7
